,in_degree,pos_in_edges,neg_in_edges,out_degree,pos_out_edges,neg_out_edges
2634,2.0,1.0,1.0,0.0,0.0,0.0
2635,52.0,51.0,1.0,71.0,67.0,4.0
2636,8.0,7.0,1.0,5.0,4.0,1.0
2637,1.0,1.0,0.0,1.0,1.0,0.0
2638,1.0,1.0,0.0,1.0,1.0,0.0
2639,4.0,1.0,3.0,1.0,1.0,0.0
2640,1.0,0.0,1.0,1.0,1.0,0.0
2641,1.0,1.0,0.0,1.0,1.0,0.0
2642,332.0,331.0,1.0,352.0,345.0,7.0
2643,1.0,1.0,0.0,1.0,1.0,0.0
2644,3.0,3.0,0.0,2.0,2.0,0.0
2645,1.0,1.0,0.0,1.0,1.0,0.0
2646,4.0,4.0,0.0,3.0,3.0,0.0
2647,44.0,42.0,2.0,50.0,44.0,6.0
2648,2.0,1.0,1.0,1.0,1.0,0.0
2649,1.0,1.0,0.0,1.0,1.0,0.0
2651,1.0,1.0,0.0,1.0,1.0,0.0
2652,2.0,2.0,0.0,1.0,1.0,0.0
2653,1.0,1.0,0.0,0.0,0.0,0.0
2654,5.0,5.0,0.0,4.0,4.0,0.0
2655,1.0,1.0,0.0,0.0,0.0,0.0
2656,1.0,1.0,0.0,1.0,1.0,0.0
2657,9.0,3.0,6.0,6.0,6.0,0.0
2658,18.0,18.0,0.0,37.0,25.0,12.0
2659,1.0,1.0,0.0,1.0,1.0,0.0
2660,1.0,0.0,1.0,1.0,1.0,0.0
2661,15.0,8.0,7.0,13.0,10.0,3.0
2662,1.0,1.0,0.0,1.0,1.0,0.0
2663,2.0,2.0,0.0,1.0,1.0,0.0
2664,1.0,1.0,0.0,1.0,1.0,0.0
2665,2.0,2.0,0.0,0.0,0.0,0.0
2666,5.0,2.0,3.0,1.0,1.0,0.0
2667,1.0,1.0,0.0,1.0,1.0,0.0
2668,1.0,1.0,0.0,3.0,1.0,2.0
2669,4.0,2.0,2.0,2.0,2.0,0.0
2670,7.0,3.0,4.0,7.0,6.0,1.0
2671,5.0,2.0,3.0,1.0,1.0,0.0
2672,5.0,3.0,2.0,5.0,5.0,0.0
2673,2.0,1.0,1.0,0.0,0.0,0.0
2674,7.0,4.0,3.0,3.0,3.0,0.0
2675,3.0,2.0,1.0,1.0,1.0,0.0
2676,3.0,1.0,2.0,3.0,3.0,0.0
2677,1.0,1.0,0.0,4.0,4.0,0.0
2678,3.0,1.0,2.0,4.0,3.0,1.0
2679,3.0,3.0,0.0,3.0,3.0,0.0
2680,6.0,2.0,4.0,12.0,8.0,4.0
2681,2.0,1.0,1.0,1.0,1.0,0.0
2682,7.0,3.0,4.0,10.0,6.0,4.0
2683,7.0,3.0,4.0,6.0,4.0,2.0
2684,5.0,1.0,4.0,9.0,4.0,5.0
2685,1.0,1.0,0.0,1.0,1.0,0.0
2686,6.0,6.0,0.0,3.0,3.0,0.0
2687,1.0,1.0,0.0,0.0,0.0,0.0
2688,17.0,13.0,4.0,14.0,12.0,2.0
2689,2.0,2.0,0.0,0.0,0.0,0.0
2690,3.0,0.0,3.0,1.0,1.0,0.0
2691,4.0,4.0,0.0,29.0,3.0,26.0
2692,1.0,1.0,0.0,3.0,3.0,0.0
2693,4.0,4.0,0.0,5.0,4.0,1.0
2694,3.0,2.0,1.0,2.0,2.0,0.0
2695,2.0,1.0,1.0,1.0,1.0,0.0
2696,1.0,1.0,0.0,1.0,1.0,0.0
2697,2.0,1.0,1.0,0.0,0.0,0.0
2698,1.0,1.0,0.0,0.0,0.0,0.0
2699,6.0,2.0,4.0,1.0,1.0,0.0
2700,8.0,4.0,4.0,4.0,4.0,0.0
2701,5.0,3.0,2.0,1.0,1.0,0.0
2702,6.0,2.0,4.0,3.0,3.0,0.0
2703,4.0,1.0,3.0,1.0,1.0,0.0
2704,4.0,2.0,2.0,1.0,1.0,0.0
2705,4.0,1.0,3.0,1.0,1.0,0.0
2706,1.0,0.0,1.0,0.0,0.0,0.0
2707,2.0,0.0,2.0,0.0,0.0,0.0
2708,1.0,0.0,1.0,0.0,0.0,0.0
2709,2.0,0.0,2.0,0.0,0.0,0.0
2710,14.0,14.0,0.0,16.0,16.0,0.0
2711,2.0,2.0,0.0,8.0,4.0,4.0
2712,5.0,2.0,3.0,1.0,1.0,0.0
2713,2.0,2.0,0.0,1.0,1.0,0.0
2714,3.0,0.0,3.0,1.0,1.0,0.0
2715,1.0,1.0,0.0,1.0,1.0,0.0
2716,4.0,4.0,0.0,5.0,5.0,0.0
2717,1.0,0.0,1.0,3.0,3.0,0.0
2718,3.0,1.0,2.0,1.0,1.0,0.0
2719,1.0,1.0,0.0,1.0,1.0,0.0
2720,3.0,0.0,3.0,3.0,3.0,0.0
2721,5.0,2.0,3.0,0.0,0.0,0.0
2722,3.0,0.0,3.0,0.0,0.0,0.0
2723,1.0,1.0,0.0,3.0,3.0,0.0
2724,5.0,3.0,2.0,4.0,4.0,0.0
2725,60.0,53.0,7.0,56.0,56.0,0.0
2726,4.0,4.0,0.0,7.0,6.0,1.0
2727,1.0,1.0,0.0,1.0,1.0,0.0
2728,24.0,24.0,0.0,19.0,17.0,2.0
2729,1.0,1.0,0.0,1.0,1.0,0.0
2730,4.0,4.0,0.0,5.0,5.0,0.0
2731,4.0,4.0,0.0,6.0,6.0,0.0
2732,5.0,5.0,0.0,4.0,3.0,1.0
2733,16.0,16.0,0.0,19.0,16.0,3.0
2734,1.0,1.0,0.0,0.0,0.0,0.0
2735,3.0,2.0,1.0,1.0,1.0,0.0
2736,1.0,1.0,0.0,1.0,1.0,0.0
2737,4.0,2.0,2.0,1.0,1.0,0.0
2738,3.0,1.0,2.0,2.0,2.0,0.0
2739,2.0,2.0,0.0,1.0,1.0,0.0
2740,2.0,2.0,0.0,1.0,1.0,0.0
2741,3.0,1.0,2.0,0.0,0.0,0.0
2742,4.0,4.0,0.0,4.0,4.0,0.0
2743,1.0,0.0,1.0,0.0,0.0,0.0
2744,1.0,0.0,1.0,1.0,1.0,0.0
2745,2.0,1.0,1.0,1.0,1.0,0.0
2746,2.0,2.0,0.0,2.0,2.0,0.0
2747,3.0,1.0,2.0,1.0,1.0,0.0
2748,1.0,1.0,0.0,1.0,1.0,0.0
2749,2.0,1.0,1.0,0.0,0.0,0.0
2750,1.0,1.0,0.0,1.0,1.0,0.0
2751,2.0,2.0,0.0,2.0,2.0,0.0
2752,3.0,2.0,1.0,0.0,0.0,0.0
2753,2.0,0.0,2.0,0.0,0.0,0.0
2754,2.0,2.0,0.0,2.0,2.0,0.0
2755,17.0,17.0,0.0,19.0,17.0,2.0
2756,1.0,1.0,0.0,1.0,1.0,0.0
2757,5.0,2.0,3.0,4.0,4.0,0.0
2758,3.0,3.0,0.0,2.0,2.0,0.0
2759,1.0,1.0,0.0,1.0,1.0,0.0
2760,1.0,1.0,0.0,0.0,0.0,0.0
2761,2.0,2.0,0.0,3.0,3.0,0.0
2762,2.0,2.0,0.0,4.0,4.0,0.0
2763,20.0,20.0,0.0,28.0,28.0,0.0
2765,1.0,1.0,0.0,1.0,1.0,0.0
2766,2.0,1.0,1.0,1.0,1.0,0.0
2767,9.0,9.0,0.0,8.0,8.0,0.0
2768,1.0,1.0,0.0,2.0,2.0,0.0
2769,2.0,2.0,0.0,1.0,1.0,0.0
2770,4.0,4.0,0.0,4.0,4.0,0.0
2771,1.0,1.0,0.0,1.0,1.0,0.0
2772,3.0,2.0,1.0,2.0,2.0,0.0
2773,1.0,1.0,0.0,0.0,0.0,0.0
2774,2.0,2.0,0.0,2.0,2.0,0.0
2775,15.0,15.0,0.0,18.0,17.0,1.0
2776,1.0,1.0,0.0,1.0,1.0,0.0
2777,13.0,13.0,0.0,15.0,14.0,1.0
2778,7.0,2.0,5.0,6.0,6.0,0.0
2779,1.0,1.0,0.0,1.0,1.0,0.0
2780,13.0,13.0,0.0,12.0,12.0,0.0
2781,1.0,1.0,0.0,2.0,2.0,0.0
2782,6.0,6.0,0.0,6.0,6.0,0.0
2783,1.0,1.0,0.0,1.0,1.0,0.0
2784,19.0,18.0,1.0,19.0,19.0,0.0
2785,1.0,1.0,0.0,1.0,1.0,0.0
2786,1.0,1.0,0.0,1.0,1.0,0.0
2787,2.0,1.0,1.0,1.0,1.0,0.0
2788,3.0,2.0,1.0,2.0,1.0,1.0
2789,2.0,2.0,0.0,5.0,5.0,0.0
2790,1.0,1.0,0.0,1.0,1.0,0.0
2791,1.0,1.0,0.0,1.0,1.0,0.0
2792,1.0,1.0,0.0,1.0,1.0,0.0
2793,1.0,1.0,0.0,1.0,1.0,0.0
2794,1.0,1.0,0.0,1.0,1.0,0.0
2795,10.0,10.0,0.0,14.0,11.0,3.0
2796,2.0,1.0,1.0,1.0,1.0,0.0
2797,1.0,1.0,0.0,1.0,1.0,0.0
2798,1.0,1.0,0.0,1.0,1.0,0.0
2799,1.0,1.0,0.0,2.0,2.0,0.0
2800,0.0,0.0,0.0,2.0,2.0,0.0
2801,1.0,1.0,0.0,2.0,2.0,0.0
2802,1.0,1.0,0.0,2.0,2.0,0.0
2803,4.0,4.0,0.0,5.0,5.0,0.0
2804,2.0,2.0,0.0,2.0,2.0,0.0
2805,9.0,8.0,1.0,11.0,10.0,1.0
2806,2.0,2.0,0.0,2.0,2.0,0.0
2807,2.0,2.0,0.0,2.0,2.0,0.0
2808,4.0,4.0,0.0,4.0,4.0,0.0
2809,3.0,3.0,0.0,4.0,3.0,1.0
2810,1.0,1.0,0.0,1.0,1.0,0.0
2811,2.0,0.0,2.0,3.0,1.0,2.0
2812,4.0,4.0,0.0,5.0,5.0,0.0
2813,1.0,1.0,0.0,2.0,2.0,0.0
2814,1.0,1.0,0.0,1.0,1.0,0.0
2815,2.0,1.0,1.0,0.0,0.0,0.0
2816,1.0,1.0,0.0,1.0,1.0,0.0
2817,3.0,3.0,0.0,2.0,2.0,0.0
2818,2.0,2.0,0.0,2.0,2.0,0.0
2819,4.0,4.0,0.0,5.0,5.0,0.0
2820,1.0,1.0,0.0,0.0,0.0,0.0
2821,3.0,3.0,0.0,5.0,5.0,0.0
2822,15.0,14.0,1.0,25.0,23.0,2.0
2823,3.0,2.0,1.0,4.0,3.0,1.0
2824,1.0,1.0,0.0,1.0,1.0,0.0
2825,2.0,2.0,0.0,4.0,4.0,0.0
2826,1.0,1.0,0.0,1.0,1.0,0.0
2827,1.0,1.0,0.0,1.0,1.0,0.0
2828,3.0,3.0,0.0,3.0,3.0,0.0
2829,4.0,4.0,0.0,3.0,3.0,0.0
2830,1.0,1.0,0.0,1.0,1.0,0.0
2831,1.0,1.0,0.0,1.0,1.0,0.0
2832,1.0,1.0,0.0,1.0,1.0,0.0
2833,1.0,1.0,0.0,1.0,1.0,0.0
2834,1.0,1.0,0.0,0.0,0.0,0.0
2835,48.0,46.0,2.0,61.0,54.0,7.0
2836,1.0,1.0,0.0,1.0,1.0,0.0
2837,3.0,3.0,0.0,3.0,2.0,1.0
2838,3.0,3.0,0.0,2.0,2.0,0.0
2839,9.0,9.0,0.0,9.0,9.0,0.0
2840,5.0,5.0,0.0,6.0,4.0,2.0
2841,1.0,1.0,0.0,1.0,1.0,0.0
2843,1.0,1.0,0.0,1.0,1.0,0.0
2844,1.0,1.0,0.0,2.0,2.0,0.0
2845,2.0,2.0,0.0,5.0,4.0,1.0
2846,1.0,1.0,0.0,1.0,1.0,0.0
2847,2.0,2.0,0.0,1.0,1.0,0.0
2848,20.0,19.0,1.0,21.0,19.0,2.0
2849,1.0,1.0,0.0,1.0,1.0,0.0
2850,1.0,1.0,0.0,1.0,1.0,0.0
2851,6.0,6.0,0.0,2.0,2.0,0.0
2852,2.0,2.0,0.0,2.0,2.0,0.0
2853,1.0,1.0,0.0,1.0,1.0,0.0
2854,1.0,1.0,0.0,1.0,1.0,0.0
2855,0.0,0.0,0.0,1.0,1.0,0.0
2856,1.0,1.0,0.0,1.0,1.0,0.0
2857,2.0,2.0,0.0,3.0,3.0,0.0
2858,2.0,2.0,0.0,2.0,2.0,0.0
2859,9.0,9.0,0.0,12.0,10.0,2.0
2860,3.0,3.0,0.0,1.0,1.0,0.0
2861,9.0,9.0,0.0,14.0,14.0,0.0
2862,2.0,2.0,0.0,1.0,1.0,0.0
2863,1.0,0.0,1.0,0.0,0.0,0.0
2864,1.0,1.0,0.0,0.0,0.0,0.0
2865,1.0,1.0,0.0,1.0,1.0,0.0
2866,3.0,2.0,1.0,2.0,2.0,0.0
2867,5.0,5.0,0.0,4.0,4.0,0.0
2868,3.0,1.0,2.0,2.0,2.0,0.0
2869,1.0,1.0,0.0,1.0,1.0,0.0
2870,2.0,2.0,0.0,2.0,2.0,0.0
2871,2.0,1.0,1.0,1.0,1.0,0.0
2872,2.0,2.0,0.0,1.0,1.0,0.0
2873,1.0,1.0,0.0,2.0,2.0,0.0
2874,1.0,1.0,0.0,2.0,2.0,0.0
2875,4.0,4.0,0.0,4.0,3.0,1.0
2876,6.0,6.0,0.0,5.0,5.0,0.0
2877,2.0,0.0,2.0,52.0,1.0,51.0
2878,8.0,8.0,0.0,9.0,9.0,0.0
2879,4.0,0.0,4.0,3.0,0.0,3.0
2880,14.0,13.0,1.0,12.0,12.0,0.0
2881,4.0,1.0,3.0,3.0,1.0,2.0
2882,1.0,1.0,0.0,1.0,1.0,0.0
2883,1.0,1.0,0.0,0.0,0.0,0.0
2884,1.0,1.0,0.0,2.0,2.0,0.0
2885,2.0,2.0,0.0,2.0,2.0,0.0
2886,1.0,0.0,1.0,1.0,0.0,1.0
2887,2.0,0.0,2.0,2.0,2.0,0.0
2888,2.0,2.0,0.0,1.0,1.0,0.0
2889,5.0,5.0,0.0,4.0,4.0,0.0
2890,1.0,1.0,0.0,1.0,1.0,0.0
2891,3.0,2.0,1.0,4.0,3.0,1.0
2892,9.0,9.0,0.0,10.0,10.0,0.0
2893,1.0,1.0,0.0,1.0,1.0,0.0
2894,1.0,1.0,0.0,2.0,2.0,0.0
2895,2.0,2.0,0.0,2.0,2.0,0.0
2896,3.0,3.0,0.0,1.0,1.0,0.0
2897,62.0,46.0,16.0,65.0,53.0,12.0
2898,8.0,4.0,4.0,8.0,5.0,3.0
2899,1.0,1.0,0.0,1.0,1.0,0.0
2900,1.0,1.0,0.0,1.0,1.0,0.0
2901,7.0,6.0,1.0,4.0,4.0,0.0
2902,1.0,1.0,0.0,1.0,1.0,0.0
2903,13.0,13.0,0.0,11.0,11.0,0.0
2904,1.0,1.0,0.0,2.0,2.0,0.0
2905,2.0,2.0,0.0,1.0,1.0,0.0
2906,6.0,6.0,0.0,6.0,5.0,1.0
2907,1.0,1.0,0.0,1.0,1.0,0.0
2908,2.0,2.0,0.0,1.0,1.0,0.0
2909,1.0,1.0,0.0,1.0,1.0,0.0
2910,3.0,3.0,0.0,2.0,2.0,0.0
2911,1.0,0.0,1.0,0.0,0.0,0.0
2912,1.0,1.0,0.0,1.0,1.0,0.0
2913,1.0,1.0,0.0,1.0,1.0,0.0
2914,1.0,1.0,0.0,1.0,1.0,0.0
2915,3.0,3.0,0.0,3.0,3.0,0.0
2916,1.0,1.0,0.0,3.0,3.0,0.0
2917,1.0,1.0,0.0,0.0,0.0,0.0
2918,1.0,0.0,1.0,3.0,3.0,0.0
2919,4.0,1.0,3.0,1.0,1.0,0.0
2920,1.0,1.0,0.0,1.0,1.0,0.0
2921,1.0,0.0,1.0,0.0,0.0,0.0
2922,2.0,2.0,0.0,1.0,1.0,0.0
2923,0.0,0.0,0.0,1.0,1.0,0.0
2924,1.0,1.0,0.0,1.0,1.0,0.0
2925,1.0,1.0,0.0,2.0,2.0,0.0
2926,2.0,0.0,2.0,0.0,0.0,0.0
2927,1.0,1.0,0.0,0.0,0.0,0.0
2928,2.0,2.0,0.0,5.0,5.0,0.0
2929,4.0,2.0,2.0,4.0,4.0,0.0
2930,1.0,1.0,0.0,1.0,1.0,0.0
2931,1.0,1.0,0.0,1.0,1.0,0.0
2932,1.0,1.0,0.0,0.0,0.0,0.0
2933,2.0,2.0,0.0,1.0,1.0,0.0
2934,42.0,42.0,0.0,65.0,35.0,30.0
2935,1.0,0.0,1.0,0.0,0.0,0.0
2936,1.0,1.0,0.0,1.0,1.0,0.0
2937,1.0,1.0,0.0,4.0,3.0,1.0
2938,0.0,0.0,0.0,1.0,1.0,0.0
2939,1.0,1.0,0.0,2.0,2.0,0.0
2940,8.0,8.0,0.0,6.0,6.0,0.0
2941,1.0,1.0,0.0,1.0,1.0,0.0
2942,103.0,101.0,2.0,109.0,102.0,7.0
2943,10.0,10.0,0.0,12.0,12.0,0.0
2944,7.0,7.0,0.0,7.0,7.0,0.0
2945,2.0,2.0,0.0,1.0,0.0,1.0
2946,1.0,1.0,0.0,1.0,1.0,0.0
2947,1.0,1.0,0.0,0.0,0.0,0.0
2948,8.0,8.0,0.0,7.0,7.0,0.0
2949,1.0,1.0,0.0,1.0,1.0,0.0
2950,2.0,2.0,0.0,4.0,4.0,0.0
2952,3.0,3.0,0.0,5.0,5.0,0.0
2953,2.0,1.0,1.0,0.0,0.0,0.0
2954,1.0,1.0,0.0,1.0,1.0,0.0
2955,2.0,2.0,0.0,1.0,1.0,0.0
2956,1.0,1.0,0.0,1.0,1.0,0.0
2958,7.0,6.0,1.0,7.0,7.0,0.0
2959,1.0,1.0,0.0,1.0,1.0,0.0
2960,2.0,2.0,0.0,1.0,1.0,0.0
2961,9.0,9.0,0.0,14.0,14.0,0.0
2962,12.0,7.0,5.0,5.0,5.0,0.0
2963,5.0,5.0,0.0,7.0,7.0,0.0
2964,2.0,2.0,0.0,0.0,0.0,0.0
2965,1.0,1.0,0.0,0.0,0.0,0.0
2966,2.0,2.0,0.0,3.0,3.0,0.0
2968,1.0,1.0,0.0,0.0,0.0,0.0
2969,3.0,3.0,0.0,5.0,5.0,0.0
2970,2.0,0.0,2.0,0.0,0.0,0.0
2971,2.0,2.0,0.0,0.0,0.0,0.0
2972,1.0,1.0,0.0,0.0,0.0,0.0
2973,2.0,2.0,0.0,3.0,3.0,0.0
2974,1.0,0.0,1.0,1.0,1.0,0.0
2975,1.0,1.0,0.0,1.0,1.0,0.0
2976,1.0,1.0,0.0,0.0,0.0,0.0
2977,14.0,14.0,0.0,13.0,13.0,0.0
2978,1.0,1.0,0.0,1.0,1.0,0.0
2980,1.0,1.0,0.0,1.0,1.0,0.0
2981,4.0,4.0,0.0,5.0,5.0,0.0
2982,1.0,1.0,0.0,2.0,2.0,0.0
2983,1.0,1.0,0.0,1.0,1.0,0.0
2984,1.0,1.0,0.0,1.0,1.0,0.0
2985,1.0,1.0,0.0,0.0,0.0,0.0
2986,1.0,1.0,0.0,0.0,0.0,0.0
2987,9.0,8.0,1.0,8.0,8.0,0.0
2988,1.0,1.0,0.0,0.0,0.0,0.0
2989,1.0,1.0,0.0,1.0,1.0,0.0
2990,1.0,1.0,0.0,0.0,0.0,0.0
2991,1.0,1.0,0.0,1.0,1.0,0.0
2992,3.0,0.0,3.0,2.0,2.0,0.0
2993,2.0,2.0,0.0,2.0,2.0,0.0
2994,1.0,1.0,0.0,1.0,1.0,0.0
2995,1.0,1.0,0.0,1.0,1.0,0.0
2996,1.0,0.0,1.0,0.0,0.0,0.0
2997,1.0,1.0,0.0,1.0,1.0,0.0
2998,2.0,2.0,0.0,2.0,2.0,0.0
2999,1.0,1.0,0.0,1.0,1.0,0.0
3000,26.0,26.0,0.0,24.0,24.0,0.0
3001,6.0,6.0,0.0,8.0,8.0,0.0
3002,7.0,7.0,0.0,6.0,6.0,0.0
3003,6.0,4.0,2.0,5.0,5.0,0.0
3005,4.0,4.0,0.0,5.0,5.0,0.0
3006,11.0,11.0,0.0,12.0,12.0,0.0
3008,2.0,2.0,0.0,1.0,1.0,0.0
3009,1.0,1.0,0.0,1.0,1.0,0.0
3010,1.0,1.0,0.0,1.0,1.0,0.0
3011,1.0,1.0,0.0,1.0,1.0,0.0
3012,1.0,1.0,0.0,1.0,1.0,0.0
3013,27.0,27.0,0.0,25.0,25.0,0.0
3015,2.0,1.0,1.0,2.0,2.0,0.0
3016,2.0,2.0,0.0,4.0,4.0,0.0
3017,1.0,1.0,0.0,1.0,1.0,0.0
3018,60.0,60.0,0.0,57.0,55.0,2.0
3019,2.0,0.0,2.0,2.0,2.0,0.0
3020,8.0,8.0,0.0,11.0,11.0,0.0
3021,1.0,1.0,0.0,1.0,1.0,0.0
3022,1.0,0.0,1.0,0.0,0.0,0.0
3023,7.0,7.0,0.0,6.0,6.0,0.0
3024,2.0,2.0,0.0,2.0,2.0,0.0
3025,5.0,2.0,3.0,0.0,0.0,0.0
3026,1.0,1.0,0.0,1.0,1.0,0.0
3027,4.0,1.0,3.0,0.0,0.0,0.0
3028,1.0,1.0,0.0,0.0,0.0,0.0
3029,6.0,6.0,0.0,6.0,5.0,1.0
3030,1.0,1.0,0.0,0.0,0.0,0.0
3031,1.0,1.0,0.0,2.0,2.0,0.0
3032,1.0,1.0,0.0,1.0,1.0,0.0
3033,2.0,2.0,0.0,3.0,3.0,0.0
3034,1.0,1.0,0.0,1.0,1.0,0.0
3035,1.0,1.0,0.0,1.0,1.0,0.0
3036,5.0,5.0,0.0,7.0,7.0,0.0
3037,4.0,4.0,0.0,5.0,5.0,0.0
3038,1.0,1.0,0.0,1.0,1.0,0.0
3040,28.0,26.0,2.0,32.0,29.0,3.0
3041,1.0,1.0,0.0,2.0,1.0,1.0
3042,1.0,1.0,0.0,1.0,1.0,0.0
3043,2.0,2.0,0.0,0.0,0.0,0.0
3044,4.0,4.0,0.0,5.0,5.0,0.0
3045,5.0,5.0,0.0,7.0,7.0,0.0
3046,1.0,1.0,0.0,1.0,1.0,0.0
3047,7.0,7.0,0.0,8.0,8.0,0.0
3048,1.0,1.0,0.0,0.0,0.0,0.0
3049,1.0,1.0,0.0,0.0,0.0,0.0
3050,3.0,3.0,0.0,4.0,4.0,0.0
3051,1.0,1.0,0.0,0.0,0.0,0.0
3052,1.0,1.0,0.0,0.0,0.0,0.0
3053,1.0,1.0,0.0,1.0,1.0,0.0
3054,3.0,3.0,0.0,4.0,3.0,1.0
3055,1.0,1.0,0.0,1.0,1.0,0.0
3056,1.0,1.0,0.0,2.0,2.0,0.0
3058,1.0,1.0,0.0,0.0,0.0,0.0
3059,3.0,0.0,3.0,1.0,1.0,0.0
3060,3.0,3.0,0.0,2.0,2.0,0.0
3061,1.0,0.0,1.0,0.0,0.0,0.0
3062,5.0,4.0,1.0,4.0,4.0,0.0
3063,4.0,4.0,0.0,3.0,3.0,0.0
3064,1.0,1.0,0.0,1.0,1.0,0.0
3065,2.0,2.0,0.0,1.0,1.0,0.0
3066,2.0,1.0,1.0,0.0,0.0,0.0
3067,1.0,1.0,0.0,2.0,2.0,0.0
3068,1.0,1.0,0.0,0.0,0.0,0.0
3069,1.0,1.0,0.0,1.0,1.0,0.0
3070,1.0,1.0,0.0,1.0,1.0,0.0
3071,1.0,0.0,1.0,0.0,0.0,0.0
3072,1.0,1.0,0.0,2.0,2.0,0.0
3073,1.0,1.0,0.0,0.0,0.0,0.0
3074,1.0,1.0,0.0,1.0,1.0,0.0
3075,1.0,1.0,0.0,1.0,1.0,0.0
3076,3.0,3.0,0.0,3.0,3.0,0.0
3077,2.0,2.0,0.0,0.0,0.0,0.0
3078,2.0,2.0,0.0,2.0,2.0,0.0
3079,1.0,1.0,0.0,1.0,1.0,0.0
3080,1.0,1.0,0.0,1.0,1.0,0.0
3081,1.0,1.0,0.0,1.0,1.0,0.0
3082,2.0,2.0,0.0,2.0,2.0,0.0
3083,1.0,1.0,0.0,1.0,1.0,0.0
3084,2.0,2.0,0.0,2.0,2.0,0.0
3085,1.0,1.0,0.0,1.0,1.0,0.0
3086,15.0,15.0,0.0,12.0,12.0,0.0
3087,5.0,5.0,0.0,4.0,4.0,0.0
3088,1.0,1.0,0.0,1.0,1.0,0.0
3089,1.0,1.0,0.0,1.0,1.0,0.0
3090,1.0,1.0,0.0,1.0,1.0,0.0
3091,1.0,1.0,0.0,1.0,1.0,0.0
3092,1.0,1.0,0.0,2.0,2.0,0.0
3093,2.0,2.0,0.0,3.0,3.0,0.0
3094,1.0,1.0,0.0,1.0,1.0,0.0
3095,1.0,1.0,0.0,0.0,0.0,0.0
3096,1.0,1.0,0.0,1.0,1.0,0.0
3097,1.0,1.0,0.0,0.0,0.0,0.0
3098,1.0,1.0,0.0,1.0,1.0,0.0
3099,25.0,24.0,1.0,36.0,35.0,1.0
3100,1.0,1.0,0.0,0.0,0.0,0.0
3101,2.0,2.0,0.0,1.0,1.0,0.0
3102,1.0,1.0,0.0,2.0,2.0,0.0
3103,4.0,4.0,0.0,3.0,1.0,2.0
3104,1.0,1.0,0.0,1.0,1.0,0.0
3105,6.0,6.0,0.0,9.0,9.0,0.0
3106,4.0,4.0,0.0,3.0,3.0,0.0
3107,21.0,21.0,0.0,19.0,18.0,1.0
3108,1.0,0.0,1.0,0.0,0.0,0.0
3109,1.0,0.0,1.0,0.0,0.0,0.0
3110,2.0,2.0,0.0,2.0,2.0,0.0
3111,2.0,2.0,0.0,2.0,2.0,0.0
3112,1.0,1.0,0.0,1.0,1.0,0.0
3113,13.0,13.0,0.0,13.0,12.0,1.0
3114,1.0,1.0,0.0,1.0,1.0,0.0
3115,1.0,1.0,0.0,1.0,1.0,0.0
3116,1.0,0.0,1.0,1.0,1.0,0.0
3117,1.0,1.0,0.0,0.0,0.0,0.0
3118,1.0,1.0,0.0,0.0,0.0,0.0
3119,8.0,8.0,0.0,8.0,8.0,0.0
3120,3.0,3.0,0.0,4.0,4.0,0.0
3121,1.0,1.0,0.0,1.0,1.0,0.0
3122,0.0,0.0,0.0,3.0,3.0,0.0
3123,2.0,2.0,0.0,2.0,2.0,0.0
3124,1.0,1.0,0.0,1.0,1.0,0.0
3125,1.0,1.0,0.0,1.0,1.0,0.0
3126,1.0,1.0,0.0,1.0,1.0,0.0
3127,2.0,2.0,0.0,3.0,3.0,0.0
3128,1.0,1.0,0.0,1.0,1.0,0.0
3129,16.0,15.0,1.0,179.0,179.0,0.0
3130,1.0,1.0,0.0,0.0,0.0,0.0
3131,1.0,1.0,0.0,0.0,0.0,0.0
3132,1.0,1.0,0.0,0.0,0.0,0.0
3133,1.0,1.0,0.0,0.0,0.0,0.0
3134,1.0,1.0,0.0,0.0,0.0,0.0
3135,1.0,1.0,0.0,1.0,1.0,0.0
3136,8.0,8.0,0.0,8.0,8.0,0.0
3137,1.0,1.0,0.0,2.0,2.0,0.0
3138,1.0,1.0,0.0,1.0,1.0,0.0
3139,1.0,1.0,0.0,1.0,1.0,0.0
3140,1.0,1.0,0.0,1.0,1.0,0.0
3141,1.0,1.0,0.0,1.0,1.0,0.0
3142,2.0,2.0,0.0,3.0,3.0,0.0
3143,1.0,1.0,0.0,1.0,1.0,0.0
3144,1.0,0.0,1.0,1.0,0.0,1.0
3145,2.0,2.0,0.0,0.0,0.0,0.0
3146,8.0,8.0,0.0,10.0,10.0,0.0
3147,1.0,1.0,0.0,1.0,1.0,0.0
3148,2.0,2.0,0.0,3.0,3.0,0.0
3149,1.0,1.0,0.0,0.0,0.0,0.0
3150,1.0,1.0,0.0,1.0,1.0,0.0
3151,1.0,1.0,0.0,1.0,1.0,0.0
3153,2.0,2.0,0.0,5.0,5.0,0.0
3154,1.0,1.0,0.0,0.0,0.0,0.0
3155,2.0,2.0,0.0,3.0,3.0,0.0
3156,1.0,1.0,0.0,0.0,0.0,0.0
3157,1.0,1.0,0.0,1.0,1.0,0.0
3158,1.0,1.0,0.0,1.0,1.0,0.0
3159,1.0,0.0,1.0,0.0,0.0,0.0
3160,4.0,4.0,0.0,4.0,4.0,0.0
3161,18.0,18.0,0.0,19.0,17.0,2.0
3162,1.0,1.0,0.0,0.0,0.0,0.0
